sentence,predicted,true
재미는 있으나 프레임 드랍과 아시아 서버가 없어서 그런지 서버렉 문제가 있어 지금 하기에는 다소 무리가 있습니다.,0,1
갓겜인척하는 겜인척하는 갓겜,0,1
인내심 교육용 게임,0,1
빡빡이가 숯많은 사람 제거하는게임,0,1
"무료게임으로 배포하길래 해봤습니다. 게임에 대한 설명이 부족해서 혼자 파악해야하는것이 문제인데, 첫보스는 그럭저럭 꺳는데 두번째 보스에서 멈추었습니다약간 난이도가 높은 게임입니다.",0,1
세일하길래 산 게임. 그럭저럭인거같다.,0,1
사지마세요 절때 스팀에서 사지마세요 스팀에서 사면 한글패치 안줍니다,0,1
갓겜이라고 불리우는 데에는 다 이유가 있는법.,0,1
제작자들이 해산물을 싫어 하는것 같다,0,1
추천은 해드릴께,0,1
[타이탄 퀘스트]의 확장팩. 살꺼면 둘을 동시에 사지 이거만 사는 사람을 없을 거라고 본다.,0,1
미국판 포트리스,0,1
니가 원하는 그런거 안 나온다,0,1
시대착오적 조작감을 일신했다는것만으로도 구매할 가치가 충분,0,1
그래픽 좋고 사운드 쩌는데 면허 없이 하려니까 조작이 어려움..,0,1
사람이 너무 적다 좀 들어와라,0,1
아니 도대체 왜 나는 실행이 안돼냐고.. 런처에서 플레이 버튼 누르면 실행되는것같이 1~2초 잠깐 모래시계 돌아가다가 아무 반응이 없다 그러다 약 1~2분후쯤 지혼자 그냥 런처까지 종료됨. 하...뭘 어쩌라고 다시 재설치해도 안돼고!!!!!,0,1
내가 뭔 지랄을 하고있는건지 모르겠다,0,1
게임이 재미없어 보이신다고요? 걱정마세요 유저들이 갓겜으로 만들어 줍니다.,0,1
초반부터 함정나오고 렉 덕분에 낙사당하는 유물찾이 게임.,0,1
제발이 X발이 되어돌아오는 기도메타를 단 돈 천 백원으로 체험해보십시오!,0,1
"내 동생이 파일럿이 된다는데, 이거 먼저 해보고 못하면 때려치라 그래야지",0,1
76퍼라며 시발련ㄴ아,0,1
(이 게임이 재밌다는 웅얼거림),0,1
멀티도있어는데 아쉼네요,0,1
너무 어렵다.. 아이템이 어디에 쓰이는지 직관적이지가 않음,0,1
"한 2시간한것 같은데, 별로 재미없네요.",0,1
7단계 왼쪽이랑 오른쪽 다리생성한뒤 다리끝부분에서 다리취소하면 바로 슈퍼점프하고 버튼있는쪽까지가요,0,1
장비를 정지합니다~앙대~,0,1
어거 캐릭터 어케 바꿈;;;..,0,1
이걸 하는데 옆사람이 무섭다고 하지말라 했습니다.,0,1
항덕 아니면 사지마세요,0,1
2018년 5월 8일 이후로 상점에서 팔지 않습니다 ^^,0,1
비쌈,0,1
뒤늦게 작성하는 평가. 내가 이걸 뭐 한다고 100시간 가까이 한거지? 맵하나에 있는 밭도 다 못 산거 같은데....,0,1
스노우볼,0,1
왜 의예과 등급이 높은지 알겠다. 나 같은 새끼가 의사하면 사람 여럿 뒤짐,0,1
언럭키 언더테일,0,1
안니;;;본섭왜함;;;,0,1
노가다를 좋아하면 사람이라면 추천합니다. 대신 3D멀미있는 사람은 비추하네요 저도 3D멀미없는데 제초기 돌릴때마다 멀미를 합니다. 러스트 8시간동안 돌만 캐봤던 사람으로서 어마어마한 노가다를 느끼실수있을꺼에요,0,1
리마스터를 정말 잘했습니다. 리마스터 할거면 이정도는 해야 됩니다. 아니 어떻게 20년전 게임보다 요즘 게임들이 더 재미가 없어 추천,0,1
거의 10년간 철권 하면서 빡쳐서 게임 끈적은 있어도 재미없어서 끈적은 없었음,0,1
내가 죄수를 가둬두고 있는건지 개미새끼들을 키우는건지 모르겠다,0,1
운영진도 유저도 개판인데 대체할 게임이 없다.,0,1
"디제이맥스를 키보드로, 그리고 스팀으로",0,1
"엘더스크롤 시리즈와 함께, 베데스다를 대표하는 작품들 중 하나. 호환성이랑 버그만 좀 고쳐라.",0,1
하... 힘들다,0,1
애송이라서 삭제함,0,1
메타스코어만큼의 설사는 아니지만 겜은 맞다,0,1
그렇게말고 이렇게하자 아니 그거말고 아 우정테스트,0,1
사람이 업성여...,0,1
오지게 어렵네 슈@펄,0,1
컨트롤빡겜.. 개빡침 수학퀴즈 만들시간에 게임마저 개발하시는건 어떠신가요?_?,0,1
부라를탁,0,1
말좀들어라,0,1
킬링플로어가 아니고 킬링타임용,0,1
AI말고는 전혀 게임 진행이 안되네요...... 제가 너무 잘해서 그런가요? ㅠㅠ 아.. 왜이러지,0,1
게임하면서 처음으로 우리편이 싫은적은 처음이었다.아바개쉑,0,1
아니 퓨즈좀 적당히 안보이게 해놔야지 저거땜에 2시간은 헤맸네...,0,1
멧돼지에 놀라서 꺼버림.,0,1
"설거지, 밥, 또띠아 !!",0,1
내 총은 왜 안맞아 시발아,0,1
딱히 재밌진않아서 쫌 하니까 질렸네요,0,1
서버고뭐고 30프레임고정 좀풀면안되냐,0,1
아 천하통일 언제하냐,0,1
이거 살빠에 피시방에 돈넣으셈,0,1
사지않는 당신에게 따봉을 드립니다...,0,1
옛날 갬성,0,1
새벽에 사촌형 2명이서 같이 했는데 23분하고 환불했다 옆에서 보는거랑 직접 하는거랑 정말 다르다,0,1
주인공이 악역이다,0,1
와 시발 내가 뭘 본거지.......이 끔찍한 혼종의 태양만세 따윈 없다ㅅㅂ...대단한 붕탁...,0,1
추천하기 애매함. 이거 하고있다보면 부분부분 불편한 점이 느껴지면서 롤코타에선 이건 이런데 이건 왜 이모양이냐 하면서 롤코타 하러가게 만듬. 그래서 지금 openRCT2 랑 롤코타2 설치중,0,1
없던 정신병과 급성 손가락 관절염이 생겼다.,0,1
전역 1달남은 군인인데 말년휴가에 이거만 할예정임,0,1
줠라 어렵네,0,1
컨트롤이 난해하여 모바일 버전보다 조작이 훨씬 어려우니 주의. 모바일 버전도 어렵기는 하다.,0,1
동일장르 대체 게임이 존재 하지 않는 독보적인 게임,0,1
DLC가격이나 낮춰라 망겜,0,1
소리를 키워봐도 소리가 전혀 들리지않아서 죽는일이 많다 숨소리좀 크게해줘라,0,1
애증의 게임.,0,1
사고 안하게 됩니다. 프레디 시리즈 명작이라 하나는 사둘까 해서 4를 샀는데 잘못된 선택 같네요.,0,1
정말 재밌읍니다 근데 맨날 남쪽 가기직전에 겜삭하고 다시다운하고 겜삭하고를 반복해서 내가 결국 뭘했던건지 기억안나는겜,0,1
"콜옵이 ""콜옵""햇네",0,1
"컨트롤 잘 해도 운 없으면 엔딩 못 보는 게임.... 참고로 지인이랑 2P로 해보려고 한 적 있는데, 일반적인 키보드 하나로 2P는 무리인 것 같음. 둘이 동시에 키 누르면 씹힘.",0,1
작년 요맘때 쯤 할인해서 샀었는데 이제보니 무료화 되어있었네 무료화 돼도 사람 없는건 함정ㅜㅜ 트위치나 유튜브에서 스트리밍좀 해줘라,0,1
"아 재밌어서 사버렸네.. 여러분 DLC 살 때 세일하는거 1,2개만 사세요. 퍼즐수 진짜 많습니다. 1년안에 못 다 못깨요.",0,1
아ㅋ 어쩐지 계속 1등하더라ㅋ 봇전이였어?ㅋ,0,1
"이동, 사격 뭔가 많이 무거운 느낌이다 그래서 신입유저의 경우엔 솔로 플레이를 통한 어느정도의 연습이 필요하지만 전혀 신입유저의 플레이를 배려해주지 않는다. 대기방일때 연습실이 생성되지만 게임에 대한 기대만 저하 될 뿐이다.",0,1
패쓰오브엑자일에 꼿혀서 일주일간 식음을 전폐하고 페엑만 하고있다...,0,1
혼자 떠나는 다키스트 던전,0,1
이거임?,0,1
이것도 한글패치 안되네.. 스팀판은 다 안되나봄?,0,1
"게이밍 모니터? 마우스? 키보드? 사운드 시스템??? 화려한 컨트롤, 집중력, 피지컬 and 기타등등 다 필요없다. 변태스러운 시스템 구축과 그에 상응하는 자금이 필요할뿐... 우리의 경쟁자는 당신의 지갑과 시간이다. 참 부질없다 ㅎㅎㅎ",0,1
안녕하세요 한국사람입니다. 우선 이게임은 한국사람의 정서와는 맞지않는 부분이 없지않아 있는걸로 보입니다. 이걸로 실시간 방송했다가 빡대가리라고 욕 오지게 먹었어요 솔직히 퍼즐 개어려웠습니다 근데 스토리는 좀 좋네여,0,1
무료라고 무시하지마라! 유료 게임중에 이정도 재미를 못주는 게임도 많다!!,0,1
겜????????????????? ?? ㅋ,0,1
6만원짜리 캐릭터 한번 만져보고 싶다 수정 가끔식 깔아서 해보는데 깔아서 할때마다 아이디까먹음,0,1
줫나 어려움,0,1
점프하고싶다.,0,1
별로 재미없음,0,1
아직까지도 최고의 폴아웃,0,1
리마스터 버전을 사세요~ 이 버전은 멀티 불가능 합니다.,0,1
이 겜을 피시에서 보게 되는 군요,0,1
존나 괴랄하다.,0,1
재미로 시작해서 지루함으로 퀘스트 반복 스토리 점점 산으로,0,1
사놓고 1년째 작동중지로 못하는 게임 좋아요!,0,1
"멀미나ㅏ,,,,,,",0,1
길찾기 솔직히 좆같음,0,1
재미도 감동도 없는 발할라,0,1
암살 게임인 척하는 중세 이탈리아 도시 파쿠르 게임인 척하는 던전 탐험 게임인 척하는 암살 게임,0,1
"플레이 동영상을 보고 구입하였지만 현재 버전으로 렉이 심하게 있습니다. 앞으로 업데이트로 최적화 될 는것을 기대하며 묵혀놓는것으로,,,,",0,1
창작마당을 통한 휴지도둑질을 하는 하이데...,0,1
유저 캐릭터는 다크소울하는데 잡몹하고 보스는 세키로 하고있음,0,1
재미따 ㅎㅎ,0,1
"당신은 플레이어인가, 아니면 그냥 게임에게 조종당하는 것 뿐인가",0,1
엔딩까지 버그 없었음.,0,1
뭐지....한글이어야 이해도되는 이 기분은?,0,1
야 왤케어려워 개 씹.,0,1
루카스 아츠의 후기작이긴 한데 들어간 노력에 비해 결과물은 그저 그렇다. 시대를 따라가지 못하기도 했고 게임 자체도 후반부로 가면 힘이 좀 빠지는 느낌+대체 어떻게 깨라고 만들었나 싶은 부분들이 섞였다. 아쉬움이 있는 작,0,1
평범한 인베이더형 슈팅게임? 난이도는 중상정도 되는듯.,0,1
다른 거 다 필요없고 900번 뒤지는 도전과제 때문에 100%를 못하고 있다는게 빡친다. 하... 남은 594번 언제 다 뒤지냐,0,1
이게 게임이냐? 개 띵작 영화지!!,0,1
too easy = 너무 쉬움 easy = 겁나 어려움 로컬멀티 사실상 불가능,0,1
"다른게임은 다 실행이 괜찮은데, 어느순간부터 이거만 안켜지나요?? 해결 좀",0,1
이야 오토마우스라는거 개쩌네?,0,1
타노스 뽑은사람들은 알아요 체력약한녀석한놈만 뚜까패서죽이면 나머진 타노스손가락튕기면 전부 상대방팀은 가루가되어서 먼지가되죠,0,1
나 왜 게임 키면 화톳불 나오면서 로딩되더니 꺼지냐;;,0,1
위쳐1 게임이 상당히 재미가 있읍니다 엔딩을 보았읍니다 이제 2탄 하고 3탄도 하겠읍니다,0,1
갓겜입니다. 꼭 사세요!,0,1
게임플레이자체는 재미없음 드라마 보는 느낌 사이버펑크와 썰듣는거 좋아하면 추천함 하지만 정가는 아까우니 할인할때 살것,0,1
이 게임만 소리가 안나네 미치겠네..,0,1
트레이너 안쓰면 너무 어려운 게임...,0,1
관성이 무지막지해서 적응하기 힘들다,0,1
시바 이것도 사람이 할 게임이 아님 18/18,0,1
그래픽이나 스토리 등이 맘에 들어서 구입했지만 멀미 때문에 환불해버린 게임 너무 아쉽다.. 왜 하필 멀미가 심하게 나서 엉엉,0,1
우리는 보스를 죽이려고 이 게임을 하는게 아니다. 오로지 뒷배경만을 위해 게임할뿐.,0,1
한글지원 ???,0,1
너어는 이런겜 하지마라,0,1
아니 초록색 버튼 누르라고;;,0,1
미션 거의 다 깨가는데 초대 요청을 외면하지 못하고 들어가서 처음부터 다시 도는데 첫미션에서 탈주하는 사람을 보고 있을 때의 심정이란 국적을 밝혀라 이새@기야,0,1
귀찮아요,0,1
"파티하드1 보다 더 빡센거같음 크으으............사용가능한 아이템도 여러개고, 거기다가 조합까지할수있긴한데 뭔가 약간 아쉬움.. 2 제작영상에 비해 크ㅡ게 달라진점은 없어서 좀 아쉬움. 할인할때 외에 구매하기엔 가성비 떨어질듯",0,1
메탈슬러그는 처음에 이런 게임인줄은 몰랐고 엔딩을 보니까 죄책감이...,0,1
이사양에 이가격에 이런 게임구하기 어렵습니다 이건 꼭 사세요,0,1
숙제 해야되는데 이겜이 시간을 다 뺏었다,0,1
아 시디키 몰라서 활성화를 못시키고있습니다 .. 시디키 어디서 볼수있나요? 다시 어떻게 찾아야해요?,0,1
혼자하면 할만하고 둘이할땐 재미있고 셋이할땐 혼돈의 카오스고 넷이할땐 여기가 지옥이여,0,1
무서워,0,1
1시간 넘긴 한국인 존경 한다 없네,0,1
아맞다열차,0,1
패드지원을 하긴 하는데 키배치가 좀 이상함 바꿀수 있어서 다행이지 동방 좋아하면 사고 액션 게임을 하고싶은거면 차라리 퓨리를 사라,0,1
게임이 문학임을 잘 보여주는 교과서적인 작품 은 무슨 내 손발 돌려줘요,0,1
재밌는데 말도안되는게 너무 많다 총들고 도주하는데 쏴죽여도 패널티같은 경우는 그냥 플레이어를 답답하게 만들기위함인것같다,0,1
보기보다 아기 자기한 맛이 있기는 한데... 정이 가진 않는 인터페이스라고 해야하나? 뭔가 2%부족합니다. 얼마하지는 않았지만.. 앞으로도 하지 않을것 같습니다 물론 저는 쓰레기가 아니라면 모든 게임을 추천합니다.,0,1
ost들으러 다시옴,0,1
뭔가 게임이 상당히 독특하다 전투나 특정 이벤트를 넘길때 붓으로 그림을 그리듯이 해야하는 독특한 시스템 한글패치가 없어 npc가 뭔뜻인지 모를 말들을 지꺼려 대는게 안타깝다 그래서 처음에 뭘 해야할지 몰라서 버벅대다가 자꾸 죽어서 삭제했다,0,1
극단적인 선택지들을 유도하여 심리적으로 갈등하게 만드는 게임입니다. 난이도도 굉장히 높아 이지모드로 해도 사람 성격이 극단적으로 변해 갈등합니다.,0,1
좋은데 설치할때 너무오래걸리고 한번잘못눌러서 삭제돼갓고 다시깔앗는대 않돼내요 2번째거 다운받을때 가 않돼요 아는사람알려주세요,0,1
"재미있다. 하지만, 진행 상황 저장은 되지 못한다...",0,1
서버좀 제발,0,1
생각보다 해피엔딩 보기 엄청나게 어렵다. 스토리는 별거 없음. 게임성은 참신하지만 2회차 하드모드 까지는 도저히 추천할 수가 없음,0,1
인간은 뒤지기전에 이겜을 꼭 해봐야한다. 못하고 뒤지면 개손해임 ㅎㅎ,0,1
반응속도 훈련용으로 좋은것 같음 초록색 극혐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그리고 도적과제 깨는 거 좋아하는 사람들한테는 비추 멀티에 사람이 1도 없어서 도전과제를 시도조차 못함,0,1
다 ?으로뜨는데그러는 사람 손,0,1
ㅋ음...난 이런건 역시 별로네...,0,1
유튜브보고 구입했는대 사람이 없음,0,1
내 머리와 손꾸락이 더이상 십수년 전처럼 돌아가지 않는단걸 굳이 알고 싶지 않았는데 흑흑,0,1
정발하면 구매함,0,1
"땅에서 돌아다니기 귀찮아... 몹들이 쓸데없이 피통만 커서 비행1분 -> 땅파밍 30분 -> 비행1분 순서로 진행됨... 그렇다고 좋은 무기가 잘뜨는건 아님, 갑옷은 그래도 잘 뜨는거 같긴 한데.(파워아머 짱짱맨)",0,1
"이 게임은 아직 안정성이 부족합니다. 해안접근후, 로딩시 다운현상 자주 발생합니다. 기껏 게임해 놓고 저장 안눌러서 다시 해야 하는 불행한 일이 벌어지네요. 빠를 개선을 요구합니다.",0,1
로비 상자위에서 자살하면 모가지가 끼어서 뒤지는데 제작자는 안고치고 있다 그래서 다행이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제작자씨 미안해 ㅋㅋㅋㅋㅋㅋㅋ,0,1
평범한 재미. 록맨 같다.,0,1
에피소드2에서 한글패치가 풀려서 영어로 나오는 현상이... 영포자는 플레이가 불가능 ㅠㅠ 뭔가 스팀에서 패치되면서 그렇게 된것 같네요... 흑흑,0,1
한글패치 누가좀 해주라,0,1
타우 임가 어디갔어 ㅠㅠ,0,1
게임 자체는 새로운 시스템을 도입하여 나쁘지 않으나.,0,1
게임이 15분쯤 하면 계속 팅긴다..,0,1
타막에서 뒷바퀴가 뱁새인거랑 서버상태가 말이아닌게 너무 짜증남 ㅜㅜㅠ 근데 생각해보니 주변에서 이렇게 좋은 심 레이싱 겜도 없음.. ㅜ,0,1
절 대 림 창 해 .,0,1
"시도해보지 않으면, 알 수 없다",0,1
https://steamcommunity.com/sharedfiles/filedetails/?id=1321030203 컨테이젼 한국어 패치를 공개합니다. 다만 휴대폰 메시지 검수가 제대로 되지 않은 미검수 패치입니다.,0,1
한방에 대박나고 한방에 망하는 게임,0,1
다크소울5회차 유저로서 솔직히 다크소울의 7할정도로 어렵다. 랠리돌면서 4단기어 넣고 속도 100키로가 넘는순간 자동차가 인공지능마냥 자유의지를 가지게 되는건지 미끄러지고 나무에 정면추돌하고 온갖 개지랄이란 개지랄은 다난다 시-발 라디에이터,0,1
할만함. 근데 다시하고싶진 않음.,0,1
"고인물이 존재하지않으며, 여러모드가 있다.",0,1
게임은 재미 & 게임은웃기니다 ^^,0,1
이시ㅡ발 좆같은게임 조작감 개쓰레기에 시간을투자해도 발전이ㅏ없는 게임 개씨ㅡ발리아새ㅡ끼야 천천히움직이라고 ! !!!!!!!!!!!!!,0,1
"CC,DLC 모르면 재미없는게임",0,1
안함,0,1
멀티를 들어가면 사람이없네,0,1
평가 올린 한국인중 내가 플탐이 길다! 엫헤헤헤헤,0,1
게임 플레이시간 90퍼가 땅을 파거나 돌을 캐거나입니다.,0,1
다렉에서 사면 한글 나옴. 웹게임이나 모바일게임 느낌 좀 남. 패드로 하는게 좀 편한 느낌. 극초반에 스킬들이 없어서 재미 없는데 스킬들 배우면 조금 나아짐. 상자나 서브미션으로 부서야 하는 토템 등을 너무 눈에 안 띄게 해놔서 짜증남.,0,1
그냥 그럭저럭,0,1
돈주고 사기엔 존나 아까운 게임,0,1
아르마급의 현실적인 고증이 마음에 들지만그다지 전략적이지 못한 플레이가 아쉬운 게임이다 분대플레이나 협동플레이가 좀더 강조되면 좋을것같은게임,0,1
나름에 코스믹호러를 만들어다 하지만 조금 게임이 너무 완성도 약간 낮음,0,1
좀비몸이 와장창,0,1
